id,sse,vr,status,name
253438,0x14160d7d0,0x141684570,3,VTABLE_BGSProcedureFollowExecState_0
253439,0x14160d820,0x1416845c0,3,VTABLE_IMovementParameters_0
253440,0x14160d870,0x141684610,3,VTABLE_MovementParameters_0
253446,0x14160d930,0x1416846d0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureFollow_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253447,0x14160d950,0x1416846f0,3,VTABLE_AutoRegisterCreator_BGSProcedureFollow_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253448,0x14160d970,0x141684710,3,VTABLE_BGSPackageDataTypeCheck_IPackageDataAIWorldLocationHandle_BGSPackageDataRef__0
253450,0x14160d9c0,0x141684760,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureFollowTo_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253451,0x14160d9e0,0x141684780,3,VTABLE_AutoRegisterCreator_BGSProcedureFollowTo_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253457,0x14160dab0,0x141684850,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureForceGreetParamTypes__0
253458,0x14160dbd0,0x141684970,3,VTABLE_BGSProcedureForceGreet_0
253461,0x14160dd38,0x141684ad8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureForceGreet_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253462,0x14160dd58,0x141684af8,3,VTABLE_AutoRegisterCreator_BGSProcedureForceGreet_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253472,0x14160dec8,0x141684c68,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureGuardParamTypes__0
253473,0x14160dfe8,0x141684d88,3,VTABLE_BGSProcedureGuard_0
253477,0x14160e160,0x141684f00,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureGuard_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253478,0x14160e180,0x141684f20,3,VTABLE_AutoRegisterCreator_BGSProcedureGuard_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253484,0x14160e268,0x141685008,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureHoldPositionParamTypes__0
253485,0x14160e388,0x141685128,3,VTABLE_BGSProcedureHoldPosition_0
253486,0x14160e4c8,0x141685268,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureHoldPosition_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253487,0x14160e4e8,0x141685288,3,VTABLE_AutoRegisterCreator_BGSProcedureHoldPosition_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253497,0x14160e670,0x141685410,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureHoverParamTypes__0
253498,0x14160e790,0x141685530,3,VTABLE_BGSProcedureHover_0
253499,0x14160e900,0x1416856a0,3,VTABLE_BGSProcedureHoverExecState_0
253501,0x14160e978,0x141685718,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureHover_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253502,0x14160e998,0x141685738,3,VTABLE_AutoRegisterCreator_BGSProcedureHover_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253510,0x14160eab8,0x141685858,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureKeepAnEyeOnParamTypes__0
253511,0x14160ebd8,0x141685978,3,VTABLE_BGSProcedureKeepAnEyeOn_0
253514,0x14160ed38,0x141685ad8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureKeepAnEyeOn_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253515,0x14160ed58,0x141685af8,3,VTABLE_AutoRegisterCreator_BGSProcedureKeepAnEyeOn_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253528,0x14160ef58,0x141685cf8,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureLockParamTypes__0
253529,0x14160f078,0x141685e18,3,VTABLE_BGSProcedureLock_0
253530,0x14160f198,0x141685f38,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureUnlockParamTypes__0
253531,0x14160f2b8,0x141686058,3,VTABLE_BGSProcedureUnlock_0
253532,0x14160f428,0x1416861c8,3,VTABLE_BGSProcedureLockUnlockExecState_0
253534,0x14160f4b0,0x141686250,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureLock_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253535,0x14160f4d0,0x141686270,3,VTABLE_AutoRegisterCreator_BGSProcedureLock_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253537,0x14160f520,0x1416862c0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureUnlock_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253538,0x14160f540,0x1416862e0,3,VTABLE_AutoRegisterCreator_BGSProcedureUnlock_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253553,0x14160f778,0x141686518,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureOrbitParamTypes__0
253554,0x14160f898,0x141686638,3,VTABLE_BGSProcedureOrbit_0
253555,0x14160fa08,0x1416867a8,3,VTABLE_BGSProcedureOrbitExecState_0
253560,0x14160faf8,0x141686898,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureOrbit_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253561,0x14160fb18,0x1416868b8,3,VTABLE_AutoRegisterCreator_BGSProcedureOrbit_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253597,0x141610008,0x141686da8,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedurePatrolParamTypes__0
253598,0x141610128,0x141686ec8,3,VTABLE_BGSProcedurePatrol_0
253599,0x141610298,0x141687038,3,VTABLE_BGSProcedurePatrolExecState_0
253604,0x141610350,0x1416870f0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedurePatrol_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253605,0x141610370,0x141687110,3,VTABLE_AutoRegisterCreator_BGSProcedurePatrol_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253611,0x141610458,0x1416871f8,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedurePursueParamTypes__0
253612,0x141610578,0x141687318,3,VTABLE_BGSProcedurePursue_0
253616,0x1416106f8,0x141687498,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedurePursue_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253617,0x141610718,0x1416874b8,3,VTABLE_AutoRegisterCreator_BGSProcedurePursue_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253648,0x141610bc8,0x141687968,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureSandboxParamTypes__0
253649,0x141610ce8,0x141687a88,3,VTABLE_BGSProcedureSandbox_0
253650,0x141610e58,0x141687bf8,3,VTABLE_BGSProcedureSandboxExecState_0
253660,0x141610f80,0x141687d20,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureSandbox_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253661,0x141610fa0,0x141687d40,3,VTABLE_AutoRegisterCreator_BGSProcedureSandbox_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253667,0x141611068,0x141687e08,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureSayParamTypes__0
253668,0x141611188,0x141687f28,3,VTABLE_BGSProcedureSay_0
253669,0x1416112c8,0x141688068,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureSay_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253670,0x1416112e8,0x141688088,3,VTABLE_AutoRegisterCreator_BGSProcedureSay_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253695,0x1416115d8,0x141688378,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureShoutParamTypes__0
253696,0x1416116f8,0x141688498,3,VTABLE_BGSProcedureShout_0
253697,0x141611868,0x141688608,3,VTABLE_BSTEventSink_TESSpellCastEvent__0
253698,0x141611880,0x141688620,3,VTABLE_BGSProcedureShoutExecState_0
253699,0x1416118d0,0x141688670,3,VTABLE_BGSProcedureShoutExecState_1
253702,0x141611928,0x1416886c8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureShout_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253703,0x141611948,0x1416886e8,3,VTABLE_AutoRegisterCreator_BGSProcedureShout_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253718,0x141611ba0,0x141688940,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureSitParamTypes__0
253719,0x141611cc0,0x141688a60,3,VTABLE_BGSProcedureSit_0
253720,0x141611de0,0x141688b80,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureSleepParamTypes__0
253721,0x141611f00,0x141688ca0,3,VTABLE_BGSProcedureSleep_0
253722,0x141612070,0x141688e10,3,VTABLE_BGSProcedureSitSleepExecState_0
253723,0x1416120e0,0x141688e80,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureSit_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253724,0x141612100,0x141688ea0,3,VTABLE_AutoRegisterCreator_BGSProcedureSit_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253725,0x141612140,0x141688ee0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureSleep_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253726,0x141612160,0x141688f00,3,VTABLE_AutoRegisterCreator_BGSProcedureSleep_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253737,0x141612310,0x1416890b0,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureTravelParamTypes__0
253738,0x141612430,0x1416891d0,3,VTABLE_BGSProcedureTravel_0
253739,0x1416125a0,0x141689340,3,VTABLE_BGSProcedureTravelExecState_0
253740,0x141612610,0x1416893b0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureTravel_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253741,0x141612630,0x1416893d0,3,VTABLE_AutoRegisterCreator_BGSProcedureTravel_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253756,0x141612918,0x1416896b8,3,VTABLE_BGSProcedureTreeProcedure_0
253768,0x141612b60,0x141689900,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureUseIdleMarkerParamTypes__0
253769,0x141612c80,0x141689a20,3,VTABLE_BGSProcedureUseIdleMarker_0
253770,0x141612df0,0x141689b90,3,VTABLE_BGSProcedureUseIdleMarkerExecState_0
253771,0x141612e60,0x141689c00,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureUseIdleMarker_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253772,0x141612e80,0x141689c20,3,VTABLE_AutoRegisterCreator_BGSProcedureUseIdleMarker_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253795,0x1416130c8,0x141689e68,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureUseMagicParamTypes__0
253796,0x1416131e8,0x141689f88,3,VTABLE_BGSProcedureUseMagic_0
253797,0x141613358,0x14168a0f8,3,VTABLE_BGSProcedureUseMagicExecState_0
253798,0x1416133a8,0x14168a148,3,VTABLE_BGSProcedureUseMagicExecState_1
253805,0x141613440,0x14168a1e0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureUseMagic_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253806,0x141613460,0x14168a200,3,VTABLE_AutoRegisterCreator_BGSProcedureUseMagic_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253850,0x1416138e8,0x14168a688,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureUseWeaponParamTypes__0
253851,0x141613a08,0x14168a7a8,3,VTABLE_BGSProcedureUseWeapon_0
253852,0x141613b78,0x14168a918,3,VTABLE_BGSProcedureUseWeaponExecState_0
253866,0x141613cd0,0x14168aa70,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureUseWeapon_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253867,0x141613cf0,0x14168aa90,3,VTABLE_AutoRegisterCreator_BGSProcedureUseWeapon_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253872,0x141613d98,0x14168ab38,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureWaitParamTypes__0
253873,0x141613eb8,0x14168ac58,3,VTABLE_BGSProcedureWait_0
253875,0x141614008,0x14168ada8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureWait_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253876,0x141614028,0x14168adc8,3,VTABLE_AutoRegisterCreator_BGSProcedureWait_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253887,0x1416141d8,0x14168af78,3,VTABLE_BGSProcedureTyped_BGSProcedureBase_kProcedureWanderParamTypes__0
253888,0x1416142f8,0x14168b098,3,VTABLE_BGSProcedureWander_0
253889,0x141614468,0x14168b208,3,VTABLE_BGSProcedureWanderExecState_0
253892,0x141614500,0x14168b2a0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_BGSProcedureWander_IProcedure__BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253893,0x141614520,0x14168b2c0,3,VTABLE_AutoRegisterCreator_BGSProcedureWander_BSTCreateFactoryManager_BSFixedString_IProcedure_256___0
253896,0x141614570,0x14168b310,3,VTABLE_BGSVisitProceduresInitActorLocation_0
253897,0x141614588,0x14168b328,3,VTABLE_BGSVisitProceduresCheckGuardWarnTarget_0
254154,0x141616830,0x14168d5d0,3,VTABLE_TESPackage_0
254155,0x141616a38,0x14168d7d8,3,VTABLE_DialoguePackage_0
254157,0x141616c58,0x14168d9f8,3,VTABLE_PackageCreator_0
254169,0x141616e18,0x14168dbb8,3,VTABLE_TESPackageData_0
254170,0x141616e50,0x14168dbf0,3,VTABLE_TESAmbushPackageData_0
254181,0x141617018,0x14168ddb8,3,VTABLE_TESCustomPackageData_0
254182,0x141617070,0x14168de10,3,VTABLE_CustomUtils__HasForceGreetVisitor_0
254185,0x1416170e0,0x14168de80,3,VTABLE_TESDialoguePackageData_0
254188,0x141617168,0x14168df08,3,VTABLE_TESEatPackageData_0
254191,0x1416171f0,0x14168df90,3,VTABLE_TESEscortPackageData_0
254194,0x141617278,0x14168e018,3,VTABLE_TESFollowPackageData_0
254195,0x1416172b0,0x14168e050,3,VTABLE_TESPatrolPackageData_0
254198,0x141617338,0x14168e0d8,3,VTABLE_TESUseItemPackageData_0
254202,0x1416173e8,0x14168e188,3,VTABLE_TESUseWeaponPackageData_0
254203,0x141617420,0x14168e1c0,3,VTABLE_ActorPackageData_0
254204,0x141617470,0x14168e210,3,VTABLE_UseWeaponActorPackageData_0
254228,0x1416177e0,0x14168e580,3,VTABLE_PackageLocation_0
254310,0x141617f10,0x14168eca8,3,VTABLE_ITempEffectFactory_0
254311,0x141617f28,0x14168ecc0,3,VTABLE_BSTempEffect_0
254313,0x1416180f0,0x14168ee88,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_7__0
254314,0x141618108,0x14168eea0,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_1__0
254315,0x141618120,0x14168eeb8,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_2__0
254316,0x141618138,0x14168eed0,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_3__0
254317,0x141618150,0x14168eee8,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_4__0
254318,0x141618168,0x14168ef00,3,VTABLE_ConcreteTempEffectFactory_BSTempEffect_5__0
254326,0x141618298,0x14168f030,3,VTABLE_BSTempEffectDebris_0
254328,0x141618468,0x14168f200,3,VTABLE_BSListBase_BSTempEffectDebris__0
254329,0x141618488,0x14168f220,3,VTABLE_BSPointerListBase_BSTempEffectDebris__0
254330,0x1416184a8,0x14168f240,3,VTABLE_BSList_BSTempEffectDebris__0
254351,0x141618710,0x14168f4b0,3,VTABLE_BSTempEffectGeometryDecal_0
254381,0x141618c20,0x14168f9c0,3,VTABLE_NiTArray_NiAVObject_NiTMallocInterface_NiAVObject___0
254382,0x141618c30,0x14168f9d0,3,VTABLE_NiTPrimitiveArray_NiAVObject__0
254383,0x141618c40,0x14168f9e0,3,VTABLE_BSTempEffectParticle_0
254385,0x141618e10,0x14168fbb0,3,VTABLE_BGSParticleObjectCloneTask_0
254403,0x1416190e0,0x14168ff20,3,VTABLE_BSTempEffectSimpleDecal_0
254404,0x141619298,0x1416900d8,3,VTABLE_BSLightingShaderMaterial_0
254415,0x141619478,0x1416902b8,3,VTABLE_BSTempEffectSPG_0
254417,0x141619640,0x141690480,3,VTABLE_ConcreteTempEffectFactory_BSTempEffectSPG_6__0
254435,0x141619900,0x141690740,3,VTABLE_BSTempEffectWeaponBlood_0
254464,0x141619ef0,0x141690d30,3,VTABLE_BSTerrainEffect_0
254465,0x14161a0b0,0x141690ef0,3,VTABLE_BSTerrainEffect_1
254466,0x14161a0c8,0x141690f08,3,VTABLE_BSPSysHavokUpdateModifier__ICollisionObjectHandler_0
254467,0x14161a0e8,0x141690f28,3,VTABLE_ConcreteTempEffectFactory_BSTerrainEffect_0__0
254468,0x14161a100,0x141690f40,3,VTABLE___PhysicsWorldHandler_0
254525,0x14161a9e0,0x141691820,3,VTABLE_NavMesh_0
254526,0x14161abe0,0x141691a20,3,VTABLE_NavMesh_1
254527,0x14161abf8,0x141691a38,3,VTABLE_NavMesh_2
254528,0x14161ac10,0x141691a50,3,VTABLE_ConcreteFormFactory_NavMesh_73__0
254541,0x14161adf0,0x141691c30,3,VTABLE_BSPathingStreamRead_0
254542,0x14161ae98,0x141691cd8,3,VTABLE_PathingStreamMasterFileRead_0
254643,0x14161be68,0x141692ca8,3,VTABLE_BSNavmeshInfoMap__IVisitor_0
254644,0x14161be80,0x141692cc0,3,VTABLE_NavMeshInfoMap_0
254645,0x14161c060,0x141692ea0,3,VTABLE_NavMeshInfoMap_1
254648,0x14161c0f0,0x141692f30,3,VTABLE___ClearPrecomputedPathFlag_0
254756,0x14161d1c0,0x141694000,3,VTABLE_BSTEventSink_CellAttachDetachEvent__0
254757,0x14161d1d8,0x141694018,3,VTABLE_NavMeshObstacleManager_0
254758,0x14161d1f0,0x141694030,3,VTABLE_BSNavmeshReferenceObstacleArray_0
254759,0x14161d208,0x141694048,3,VTABLE_hkpEntityActivationListener_0
254766,0x14161d318,0x141694158,3,VTABLE_bhkObstacleDeactivationListener_0
254767,0x14161d338,0x141694178,3,VTABLE_bhkObstacleRemovalListener_0
254794,0x14161d6a0,0x1416944e0,3,VTABLE_ObstacleTaskData_0
254885,0x14161e488,0x1416952c8,3,VTABLE_BSPathingCellManager_0
254886,0x14161e4e8,0x141695328,3,VTABLE_Pathing_0
254887,0x14161e538,0x141695378,3,VTABLE_Pathing_1
254888,0x14161e598,0x1416953d8,3,VTABLE_Pathing_2
254889,0x14161e5b0,0x1416953f0,3,VTABLE_PathingCoverLocation_0
254890,0x14161e5d0,0x141695410,3,VTABLE_BSPathfindingTemporary_PathingRequestSafeStraightLine__0
254891,0x14161e610,0x141695450,3,VTABLE_BSPathfindingTemporary_PathingRequest__0
254892,0x14161e650,0x141695490,3,VTABLE_BSPathfindingTemporary_BSPathingSolution__0
254893,0x14161e660,0x1416954a0,3,VTABLE_BSPathfindingTemporary_PathingRequestClosePoint__0
254897,0x14161e718,0x141695558,3,VTABLE_BSPathingCell_0
254898,0x14161e778,0x1416955b8,3,VTABLE_PathingCell_0
254900,0x14161e7f8,0x141695638,3,VTABLE_IBSTCreator_BSPathingCell__0
254901,0x14161e838,0x141695678,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingCell_BSPathingCell__BSTSmartPointerPathingFactoryManager_BSPathingCell_64___0
254902,0x14161e858,0x141695698,3,VTABLE_AutoRegisterCreator_PathingCell_BSTSmartPointerPathingFactoryManager_BSPathingCell_64___0
254920,0x14161eb08,0x141695948,3,VTABLE_BSPathingDoor_0
254921,0x14161eba0,0x1416959e0,3,VTABLE_PathingDoor_0
254922,0x14161ec38,0x141695a78,3,VTABLE_IBSTCreator_BSPathingDoor__0
254923,0x14161ec78,0x141695ab8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingDoor_BSPathingDoor__BSTSmartPointerPathingFactoryManager_BSPathingDoor_64___0
254924,0x14161ec98,0x141695ad8,3,VTABLE_AutoRegisterCreator_PathingDoor_BSTSmartPointerPathingFactoryManager_BSPathingDoor_64___0
254937,0x14161ee50,0x141695c90,3,VTABLE_BSPathingLockData_0
254938,0x14161ee88,0x141695cc8,3,VTABLE_PathingLockData_0
254939,0x14161eec8,0x141695d08,3,VTABLE_IBSTCreator_BSPathingLockData__0
254940,0x14161ef08,0x141695d48,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingLockData_BSPathingLockData__BSTSmartPointerPathingFactoryManager_BSPathingLockData_64___0
254941,0x14161ef28,0x141695d68,3,VTABLE_AutoRegisterCreator_PathingLockData_BSTSmartPointerPathingFactoryManager_BSPathingLockData_64___0
254943,0x14161ef58,0x141695d98,3,VTABLE_BSPathingNumericIDVisitor_0
254944,0x14161ef70,0x141695db0,3,VTABLE_PathingNumericIDVisitor_0
254949,0x14161f028,0x141695e68,3,VTABLE_PathingRequest_0
254950,0x14161f068,0x141695ea8,3,VTABLE_IBSTCreator_BSPathingRequest__0
254951,0x14161f0a8,0x141695ee8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequest_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
254952,0x14161f0e8,0x141695f28,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequest_BSPathingRequest_64__0
254954,0x14161f118,0x141695f58,3,VTABLE_BSPathingSpace_0
254955,0x14161f140,0x141695f80,3,VTABLE_PathingSpace_0
254972,0x14161f3c8,0x141696208,3,VTABLE_AStarSearch_ParentSpaceNode_TeleportLink_1__0
254973,0x14161f3e8,0x141696228,3,VTABLE_TeleportDoorSearch_0
254974,0x14161f408,0x141696248,3,VTABLE_BSPathfindingTemporary_PathingDoor__0
255006,0x14161f958,0x141696798,3,VTABLE_AStarSearch_BSFastNavmeshTriLocation_BSFastNavmeshEdgeHandle_3__0
255007,0x14161f978,0x1416967b8,3,VTABLE_NavMeshSearchClosePoint_0
255008,0x14161f998,0x1416967d8,3,VTABLE_BSTArrayAllocatorFunctor_BSTSmallArrayHeapAllocator_24___0
255009,0x14161f9c0,0x141696800,3,VTABLE_BSTArrayAllocatorFunctor_BSTSmallArrayHeapAllocator_64___0
255030,0x14161fd08,0x141696b48,3,VTABLE_AStarSearch_BSFastNavmeshTriLocation_void_3__0
255031,0x14161fd28,0x141696b68,3,VTABLE_NavMeshSearchFitSphere_0
255035,0x14161fdc0,0x141696c00,3,VTABLE_NavMeshSearchFlee_0
255039,0x14161fe40,0x141696c80,3,VTABLE_NavMeshSearchHide_0
255040,0x14161fe60,0x141696ca0,3,VTABLE_BSNavmeshSearchHideFilter_0
255047,0x14161ff48,0x141696d88,3,VTABLE_NavMeshSearchLOS_0
255051,0x14161ffe0,0x141696e20,3,VTABLE_NavMeshSearchMaxCost_0
255052,0x141620000,0x141696e40,3,VTABLE_BSNavmeshSearchMaxCostFilters_0
255057,0x1416200b8,0x141696ef8,3,VTABLE_NavMeshSearchMultipleGoals_0
255061,0x141620150,0x141696f90,3,VTABLE_NavMeshSearchSLPoint_0
255066,0x141620210,0x141697050,3,VTABLE_PathingRequestClosePoint_0
255067,0x141620270,0x1416970b0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestClosePoint_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255068,0x1416202b0,0x1416970f0,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestClosePoint_BSPathingRequest_64__0
255087,0x141620598,0x1416973d8,3,VTABLE_PathingRequestClosestGoal_0
255088,0x1416205d8,0x141697418,3,VTABLE_IPathBuilderFactoryBase_0
255089,0x141620610,0x141697450,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestClosestGoal_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255090,0x141620650,0x141697490,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestClosestGoal_BSPathingRequest_64__0
255091,0x141620670,0x1416974b0,3,VTABLE_AutoRegisterPathBuilderFactory_PathingRequestClosestGoal_PathingRequestClosestGoal__PathBuilder__0
255093,0x1416206a8,0x1416974e8,3,VTABLE_BSTArrayAllocatorFunctor_BSTSmallArrayHeapAllocator_112___0
255102,0x141620810,0x141697650,3,VTABLE_PathingRequestCover_0
255103,0x141620870,0x1416976b0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestCover_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255104,0x1416208b0,0x1416976f0,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestCover_BSPathingRequest_64__0
255108,0x141620938,0x141697778,3,VTABLE_PathingRequestFlee_0
255109,0x141620998,0x1416977d8,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestFlee_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255110,0x1416209d8,0x141697818,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestFlee_BSPathingRequest_64__0
255115,0x141620a88,0x1416978c8,3,VTABLE_PathingRequestFly_0
255116,0x141620ae8,0x141697928,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestFly_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255117,0x141620b28,0x141697968,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestFly_BSPathingRequest_64__0
255122,0x141620bd8,0x141697a18,3,VTABLE_PathingRequestFlyAction_0
255123,0x141620c38,0x141697a78,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestFlyAction_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255124,0x141620c78,0x141697ab8,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestFlyAction_BSPathingRequest_64__0
255136,0x141620e40,0x141697c80,3,VTABLE_PathingRequestFlyHover_0
255137,0x141620ea0,0x141697ce0,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestFlyHover_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255138,0x141620ee0,0x141697d20,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestFlyHover_BSPathingRequest_64__0
255143,0x141620f90,0x141697dd0,3,VTABLE_PathingRequestFlyLand_0
255144,0x141620ff0,0x141697e30,3,VTABLE_AutoRegisterFactory_BSTDerivedCreator_PathingRequestFlyLand_BSPathingRequest__BSTSmartPointerPathingFactoryManager_BSPathingRequest_64___0
255145,0x141621030,0x141697e70,3,VTABLE_AutoRegisterSmartPtrDerivedPathingType_PathingRequestFlyLand_BSPathingRequest_64__0
